step,accuracy,correct,total,checkpoint
4000,0.602,602,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-4000
4200,0.613,613,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-4200
4400,0.616,616,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-4400
4500,0.659,659,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-4500
4600,0.67,670,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-4600
4800,0.695,695,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-4800
5000,0.677,677,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-5000
5200,0.649,649,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-5200
5400,0.616,616,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-5400
5600,0.582,582,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-5600
5800,0.673,673,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-5800
6000,0.696,696,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-6000
6200,0.674,674,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-6200
6400,0.694,694,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-6400
6600,0.678,678,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-6600
6800,0.664,664,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-6800
7000,0.647,647,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-7000
7200,0.681,681,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-7200
7400,0.7,700,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-7400
7600,0.699,699,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-7600
7800,0.71,710,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-7800
8000,0.716,716,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-8000
8200,0.689,689,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-8200
8400,0.683,683,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-8400
8600,0.679,679,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-8600
8800,0.665,665,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-8800
9000,0.69,690,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-9000
9200,0.688,688,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-9200
9400,0.698,698,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-9400
9600,0.696,696,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-9600
9800,0.697,697,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-9800
10000,0.7,700,1000,checkpoints/rule_none_with_invalid/rule_none_with_invalid/checkpoint-10000
